OBJECTID,StationID,Direction,Volume,DateTime,ABPair,DateTimeTxt,State,Sta_Dir,DateTime2,DateTime1
357703,P0042,S,1468,2011/02/05 10:00:00+00,4579245603,2/5/2011 10:00 AM,MD,P0042_S,02/05/2011 10:00 AM,02/05/2011 10:00
357704,P0042,N,1582,2011/02/05 10:00:00+00,4560345792,2/5/2011 10:00 AM,MD,P0042_N,02/05/2011 10:00 AM,02/05/2011 10:00
357705,P0042,S,1364,2011/02/08 19:00:00+00,4579245603,2/8/2011 7:00 PM,MD,P0042_S,02/08/2011 19:00 PM,02/08/2011 19:00
357706,P0042,N,1271,2011/02/08 19:00:00+00,4560345792,2/8/2011 7:00 PM,MD,P0042_N,02/08/2011 19:00 PM,02/08/2011 19:00
357707,P0042,N,2272,2011/02/07 17:00:00+00,4560345792,2/7/2011 5:00 PM,MD,P0042_N,02/07/2011 17:00 PM,02/07/2011 17:00
357708,P0042,S,2598,2011/02/07 17:00:00+00,4579245603,2/7/2011 5:00 PM,MD,P0042_S,02/07/2011 17:00 PM,02/07/2011 17:00
357709,P0042,S,149,2011/02/09 04:00:00+00,4579245603,2/9/2011 4:00 AM,MD,P0042_S,02/09/2011 04:00 AM,02/09/2011 04:00
357710,P0042,N,172,2011/02/09 04:00:00+00,4560345792,2/9/2011 4:00 AM,MD,P0042_N,02/09/2011 04:00 AM,02/09/2011 04:00
357711,P0042,S,121,2011/02/08 00:00:00+00,4579245603,2/8/2011 0:00,MD,P0042_S,02/08/2011 00:00 AM,02/08/2011 00:00
357712,P0042,N,115,2011/02/08 00:00:00+00,4560345792,2/8/2011 0:00,MD,P0042_N,02/08/2011 00:00 AM,02/08/2011 00:00
357713,P0042,S,1751,2011/02/11 11:00:00+00,4579245603,2/11/2011 11:00 AM,MD,P0042_S,02/11/2011 11:00 AM,02/11/2011 11:00
357714,P0042,N,1940,2011/02/11 11:00:00+00,4560345792,2/11/2011 11:00 AM,MD,P0042_N,02/11/2011 11:00 AM,02/11/2011 11:00
359827,P0042,S,1390,2011/02/13 18:00:00+00,4579245603,2/13/2011 6:00 PM,MD,P0042_S,02/13/2011 18:00 PM,02/13/2011 18:00
359828,P0042,N,1212,2011/02/13 18:00:00+00,4560345792,2/13/2011 6:00 PM,MD,P0042_N,02/13/2011 18:00 PM,02/13/2011 18:00
359829,P0042,N,1936,2011/02/12 15:00:00+00,4560345792,2/12/2011 3:00 PM,MD,P0042_N,02/12/2011 15:00 PM,02/12/2011 15:00
359830,P0042,N,1850,2011/02/12 16:00:00+00,4560345792,2/12/2011 4:00 PM,MD,P0042_N,02/12/2011 16:00 PM,02/12/2011 16:00
359831,P0042,S,1853,2011/02/12 16:00:00+00,4579245603,2/12/2011 4:00 PM,MD,P0042_S,02/12/2011 16:00 PM,02/12/2011 16:00
359832,P0042,S,506,2011/02/13 21:00:00+00,4579245603,2/13/2011 9:00 PM,MD,P0042_S,02/13/2011 21:00 PM,02/13/2011 21:00
359833,P0042,N,566,2011/02/13 21:00:00+00,4560345792,2/13/2011 9:00 PM,MD,P0042_N,02/13/2011 21:00 PM,02/13/2011 21:00
359834,P0042,N,1522,2011/02/12 18:00:00+00,4560345792,2/12/2011 6:00 PM,MD,P0042_N,02/12/2011 18:00 PM,02/12/2011 18:00
359835,P0042,S,1666,2011/02/12 18:00:00+00,4579245603,2/12/2011 6:00 PM,MD,P0042_S,02/12/2011 18:00 PM,02/12/2011 18:00
359836,P0042,N,193,2011/02/14 04:00:00+00,4560345792,2/14/2011 4:00 AM,MD,P0042_N,02/14/2011 04:00 AM,02/14/2011 04:00
359837,P0042,S,176,2011/02/14 04:00:00+00,4579245603,2/14/2011 4:00 AM,MD,P0042_S,02/14/2011 04:00 AM,02/14/2011 04:00
359838,P0042,S,1637,2011/02/02 14:00:00+00,4579245603,2/2/2011 2:00 PM,MD,P0042_S,02/02/2011 14:00 PM,02/02/2011 14:00
359839,P0042,N,2002,2011/02/02 14:00:00+00,4560345792,2/2/2011 2:00 PM,MD,P0042_N,02/02/2011 14:00 PM,02/02/2011 14:00
359840,P0042,N,1659,2011/02/15 09:00:00+00,4560345792,2/15/2011 9:00 AM,MD,P0042_N,02/15/2011 09:00 AM,02/15/2011 09:00
359841,P0042,S,2225,2011/02/15 09:00:00+00,4579245603,2/15/2011 9:00 AM,MD,P0042_S,02/15/2011 09:00 AM,02/15/2011 09:00
359842,P0042,N,2163,2011/01/04 15:00:00+00,4560345792,1/4/2011 3:00 PM,MD,P0042_N,01/04/2011 15:00 PM,01/04/2011 15:00
359843,P0042,S,2249,2011/01/04 15:00:00+00,4579245603,1/4/2011 3:00 PM,MD,P0042_S,01/04/2011 15:00 PM,01/04/2011 15:00
359844,P0042,N,2475,2011/01/04 16:00:00+00,4560345792,1/4/2011 4:00 PM,MD,P0042_N,01/04/2011 16:00 PM,01/04/2011 16:00
359845,P0042,S,2397,2011/01/04 16:00:00+00,4579245603,1/4/2011 4:00 PM,MD,P0042_S,01/04/2011 16:00 PM,01/04/2011 16:00
359846,P0042,S,1836,2011/01/03 14:00:00+00,4579245603,1/3/2011 2:00 PM,MD,P0042_S,01/03/2011 14:00 PM,01/03/2011 14:00
359847,P0042,N,1906,2011/01/03 14:00:00+00,4560345792,1/3/2011 2:00 PM,MD,P0042_N,01/03/2011 14:00 PM,01/03/2011 14:00
359848,P0042,N,1726,2011/01/04 18:00:00+00,4560345792,1/4/2011 6:00 PM,MD,P0042_N,01/04/2011 18:00 PM,01/04/2011 18:00
359849,P0042,S,1988,2011/01/04 18:00:00+00,4579245603,1/4/2011 6:00 PM,MD,P0042_S,01/04/2011 18:00 PM,01/04/2011 18:00
359850,P0042,N,2368,2011/01/03 16:00:00+00,4560345792,1/3/2011 4:00 PM,MD,P0042_N,01/03/2011 16:00 PM,01/03/2011 16:00
359851,P0042,S,2441,2011/01/03 16:00:00+00,4579245603,1/3/2011 4:00 PM,MD,P0042_S,01/03/2011 16:00 PM,01/03/2011 16:00
359852,P0042,S,728,2011/01/04 21:00:00+00,4579245603,1/4/2011 9:00 PM,MD,P0042_S,01/04/2011 21:00 PM,01/04/2011 21:00
359853,P0042,N,676,2011/01/04 21:00:00+00,4560345792,1/4/2011 9:00 PM,MD,P0042_N,01/04/2011 21:00 PM,01/04/2011 21:00
359854,P0042,N,1274,2011/02/04 06:00:00+00,4560345792,2/4/2011 6:00 AM,MD,P0042_N,02/04/2011 06:00 AM,02/04/2011 06:00
359855,P0042,N,1955,2011/02/04 07:00:00+00,4560345792,2/4/2011 7:00 AM,MD,P0042_N,02/04/2011 07:00 AM,02/04/2011 07:00
359856,P0042,S,2309,2011/02/04 07:00:00+00,4579245603,2/4/2011 7:00 AM,MD,P0042_S,02/04/2011 07:00 AM,02/04/2011 07:00
359857,P0042,N,187,2011/02/03 04:00:00+00,4560345792,2/3/2011 4:00 AM,MD,P0042_N,02/03/2011 04:00 AM,02/03/2011 04:00
359858,P0042,S,170,2011/02/03 04:00:00+00,4579245603,2/3/2011 4:00 AM,MD,P0042_S,02/03/2011 04:00 AM,02/03/2011 04:00
359859,P0042,N,1633,2011/02/06 14:00:00+00,4560345792,2/6/2011 2:00 PM,MD,P0042_N,02/06/2011 14:00 PM,02/06/2011 14:00
359860,P0042,S,1595,2011/02/06 14:00:00+00,4579245603,2/6/2011 2:00 PM,MD,P0042_S,02/06/2011 14:00 PM,02/06/2011 14:00
359861,P0042,N,1691,2011/02/06 15:00:00+00,4560345792,2/6/2011 3:00 PM,MD,P0042_N,02/06/2011 15:00 PM,02/06/2011 15:00
359862,P0042,S,1604,2011/02/06 15:00:00+00,4579245603,2/6/2011 3:00 PM,MD,P0042_S,02/06/2011 15:00 PM,02/06/2011 15:00
359863,P0042,N,1838,2011/02/05 11:00:00+00,4560345792,2/5/2011 11:00 AM,MD,P0042_N,02/05/2011 11:00 AM,02/05/2011 11:00
359864,P0042,N,1963,2011/02/05 12:00:00+00,4560345792,2/5/2011 12:00 PM,MD,P0042_N,02/05/2011 12:00 PM,02/05/2011 12:00
359865,P0042,S,1892,2011/02/05 12:00:00+00,4579245603,2/5/2011 12:00 PM,MD,P0042_S,02/05/2011 12:00 PM,02/05/2011 12:00
359866,P0042,S,73,2011/02/08 01:00:00+00,4579245603,2/8/2011 1:00 AM,MD,P0042_S,02/08/2011 01:00 AM,02/08/2011 01:00
359867,P0042,N,1049,2011/02/08 21:00:00+00,4560345792,2/8/2011 9:00 PM,MD,P0042_N,02/08/2011 21:00 PM,02/08/2011 21:00
359868,P0042,S,820,2011/02/08 21:00:00+00,4579245603,2/8/2011 9:00 PM,MD,P0042_S,02/08/2011 21:00 PM,02/08/2011 21:00
359869,P0042,S,481,2011/02/08 22:00:00+00,4579245603,2/8/2011 10:00 PM,MD,P0042_S,02/08/2011 22:00 PM,02/08/2011 22:00
359870,P0042,N,454,2011/02/08 22:00:00+00,4560345792,2/8/2011 10:00 PM,MD,P0042_N,02/08/2011 22:00 PM,02/08/2011 22:00
359871,P0042,S,1199,2011/02/07 19:00:00+00,4579245603,2/7/2011 7:00 PM,MD,P0042_S,02/07/2011 19:00 PM,02/07/2011 19:00
359872,P0042,N,1204,2011/02/07 19:00:00+00,4560345792,2/7/2011 7:00 PM,MD,P0042_N,02/07/2011 19:00 PM,02/07/2011 19:00
359873,P0042,S,2524,2011/02/09 07:00:00+00,4579245603,2/9/2011 7:00 AM,MD,P0042_S,02/09/2011 07:00 AM,02/09/2011 07:00
359874,P0042,N,2095,2011/02/09 07:00:00+00,4560345792,2/9/2011 7:00 AM,MD,P0042_N,02/09/2011 07:00 AM,02/09/2011 07:00
359875,P0042,N,81,2011/02/08 03:00:00+00,4560345792,2/8/2011 3:00 AM,MD,P0042_N,02/08/2011 03:00 AM,02/08/2011 03:00
359876,P0042,S,55,2011/02/08 03:00:00+00,4579245603,2/8/2011 3:00 AM,MD,P0042_S,02/08/2011 03:00 AM,02/08/2011 03:00
359877,P0042,N,2113,2011/02/11 14:00:00+00,4560345792,2/11/2011 2:00 PM,MD,P0042_N,02/11/2011 14:00 PM,02/11/2011 14:00
359878,P0042,S,1992,2011/02/11 14:00:00+00,4579245603,2/11/2011 2:00 PM,MD,P0042_S,02/11/2011 14:00 PM,02/11/2011 14:00
359879,P0042,N,1163,2011/02/12 19:00:00+00,4560345792,2/12/2011 7:00 PM,MD,P0042_N,02/12/2011 19:00 PM,02/12/2011 19:00
359880,P0042,S,1241,2011/02/12 19:00:00+00,4579245603,2/12/2011 7:00 PM,MD,P0042_S,02/12/2011 19:00 PM,02/12/2011 19:00
359881,P0042,N,2334,2011/02/11 17:00:00+00,4560345792,2/11/2011 5:00 PM,MD,P0042_N,02/11/2011 17:00 PM,02/11/2011 17:00
359882,P0042,S,2576,2011/02/11 17:00:00+00,4579245603,2/11/2011 5:00 PM,MD,P0042_S,02/11/2011 17:00 PM,02/11/2011 17:00
359883,P0042,N,146,2011/02/13 02:00:00+00,4560345792,2/13/2011 2:00 AM,MD,P0042_N,02/13/2011 02:00 AM,02/13/2011 02:00
359884,P0042,S,130,2011/02/13 02:00:00+00,4579245603,2/13/2011 2:00 AM,MD,P0042_S,02/13/2011 02:00 AM,02/13/2011 02:00
359885,P0042,N,205,2011/02/13 23:00:00+00,4560345792,2/13/2011 11:00 PM,MD,P0042_N,02/13/2011 23:00 PM,02/13/2011 23:00
359886,P0042,S,206,2011/02/13 23:00:00+00,4579245603,2/13/2011 11:00 PM,MD,P0042_S,02/13/2011 23:00 PM,02/13/2011 23:00
359887,P0042,N,276,2011/02/12 00:00:00+00,4560345792,2/12/2011 0:00,MD,P0042_N,02/12/2011 00:00 AM,02/12/2011 00:00
359888,P0042,S,318,2011/02/12 00:00:00+00,4579245603,2/12/2011 0:00,MD,P0042_S,02/12/2011 00:00 AM,02/12/2011 00:00
359889,P0042,S,767,2011/02/12 21:00:00+00,4579245603,2/12/2011 9:00 PM,MD,P0042_S,02/12/2011 21:00 PM,02/12/2011 21:00
359890,P0042,N,955,2011/02/12 21:00:00+00,4560345792,2/12/2011 9:00 PM,MD,P0042_N,02/12/2011 21:00 PM,02/12/2011 21:00
359891,P0042,S,1388,2011/02/14 06:00:00+00,4579245603,2/14/2011 6:00 AM,MD,P0042_S,02/14/2011 06:00 AM,02/14/2011 06:00
359892,P0042,N,1410,2011/02/14 06:00:00+00,4560345792,2/14/2011 6:00 AM,MD,P0042_N,02/14/2011 06:00 AM,02/14/2011 06:00
359893,P0042,N,2062,2011/02/14 07:00:00+00,4560345792,2/14/2011 7:00 AM,MD,P0042_N,02/14/2011 07:00 AM,02/14/2011 07:00
359894,P0042,S,2471,2011/02/14 07:00:00+00,4579245603,2/14/2011 7:00 AM,MD,P0042_S,02/14/2011 07:00 AM,02/14/2011 07:00
360668,P0042,N,2086,2011/09/21 12:00:00+00,4560345792,9/21/2011 12:00 PM,MD,P0042_N,09/21/2011 12:00 PM,09/21/2011 12:00
360669,P0042,N,1942,2011/09/21 13:00:00+00,4560345792,9/21/2011 1:00 PM,MD,P0042_N,09/21/2011 13:00 PM,09/21/2011 13:00
360670,P0042,N,2223,2011/09/21 14:00:00+00,4560345792,9/21/2011 2:00 PM,MD,P0042_N,09/21/2011 14:00 PM,09/21/2011 14:00
360671,P0042,N,2434,2011/09/21 15:00:00+00,4560345792,9/21/2011 3:00 PM,MD,P0042_N,09/21/2011 15:00 PM,09/21/2011 15:00
360672,P0042,N,2623,2011/09/21 16:00:00+00,4560345792,9/21/2011 4:00 PM,MD,P0042_N,09/21/2011 16:00 PM,09/21/2011 16:00
360673,P0042,N,2538,2011/09/21 17:00:00+00,4560345792,9/21/2011 5:00 PM,MD,P0042_N,09/21/2011 17:00 PM,09/21/2011 17:00
360674,P0042,N,2105,2011/09/21 18:00:00+00,4560345792,9/21/2011 6:00 PM,MD,P0042_N,09/21/2011 18:00 PM,09/21/2011 18:00
360675,P0042,N,1629,2011/09/21 19:00:00+00,4560345792,9/21/2011 7:00 PM,MD,P0042_N,09/21/2011 19:00 PM,09/21/2011 19:00
360676,P0042,N,1246,2011/09/21 20:00:00+00,4560345792,9/21/2011 8:00 PM,MD,P0042_N,09/21/2011 20:00 PM,09/21/2011 20:00
360677,P0042,N,1112,2011/09/21 21:00:00+00,4560345792,9/21/2011 9:00 PM,MD,P0042_N,09/21/2011 21:00 PM,09/21/2011 21:00
360678,P0042,N,501,2011/09/21 22:00:00+00,4560345792,9/21/2011 10:00 PM,MD,P0042_N,09/21/2011 22:00 PM,09/21/2011 22:00
360679,P0042,N,269,2011/09/21 23:00:00+00,4560345792,9/21/2011 11:00 PM,MD,P0042_N,09/21/2011 23:00 PM,09/21/2011 23:00
360680,P0042,S,139,2011/09/21 00:00:00+00,4579245603,9/21/2011 0:00,MD,P0042_S,09/21/2011 00:00 AM,09/21/2011 00:00
360681,P0042,S,72,2011/09/21 01:00:00+00,4579245603,9/21/2011 1:00 AM,MD,P0042_S,09/21/2011 01:00 AM,09/21/2011 01:00
360682,P0042,S,71,2011/09/21 02:00:00+00,4579245603,9/21/2011 2:00 AM,MD,P0042_S,09/21/2011 02:00 AM,09/21/2011 02:00
360683,P0042,S,78,2011/09/21 03:00:00+00,4579245603,9/21/2011 3:00 AM,MD,P0042_S,09/21/2011 03:00 AM,09/21/2011 03:00
360684,P0042,S,206,2011/09/21 04:00:00+00,4579245603,9/21/2011 4:00 AM,MD,P0042_S,09/21/2011 04:00 AM,09/21/2011 04:00
360685,P0042,S,588,2011/09/21 05:00:00+00,4579245603,9/21/2011 5:00 AM,MD,P0042_S,09/21/2011 05:00 AM,09/21/2011 05:00
360686,P0042,S,1402,2011/09/21 06:00:00+00,4579245603,9/21/2011 6:00 AM,MD,P0042_S,09/21/2011 06:00 AM,09/21/2011 06:00
360687,P0042,S,2631,2011/09/21 07:00:00+00,4579245603,9/21/2011 7:00 AM,MD,P0042_S,09/21/2011 07:00 AM,09/21/2011 07:00
360688,P0042,S,2752,2011/09/21 08:00:00+00,4579245603,9/21/2011 8:00 AM,MD,P0042_S,09/21/2011 08:00 AM,09/21/2011 08:00
360689,P0042,S,2067,2011/09/21 09:00:00+00,4579245603,9/21/2011 9:00 AM,MD,P0042_S,09/21/2011 09:00 AM,09/21/2011 09:00
360690,P0042,S,1778,2011/09/21 10:00:00+00,4579245603,9/21/2011 10:00 AM,MD,P0042_S,09/21/2011 10:00 AM,09/21/2011 10:00
360691,P0042,S,1796,2011/09/21 11:00:00+00,4579245603,9/21/2011 11:00 AM,MD,P0042_S,09/21/2011 11:00 AM,09/21/2011 11:00
360692,P0042,S,1994,2011/09/21 12:00:00+00,4579245603,9/21/2011 12:00 PM,MD,P0042_S,09/21/2011 12:00 PM,09/21/2011 12:00
360693,P0042,S,1889,2011/09/21 13:00:00+00,4579245603,9/21/2011 1:00 PM,MD,P0042_S,09/21/2011 13:00 PM,09/21/2011 13:00
360694,P0042,S,1944,2011/09/21 14:00:00+00,4579245603,9/21/2011 2:00 PM,MD,P0042_S,09/21/2011 14:00 PM,09/21/2011 14:00
360695,P0042,S,2240,2011/09/21 15:00:00+00,4579245603,9/21/2011 3:00 PM,MD,P0042_S,09/21/2011 15:00 PM,09/21/2011 15:00
360696,P0042,S,2572,2011/09/21 16:00:00+00,4579245603,9/21/2011 4:00 PM,MD,P0042_S,09/21/2011 16:00 PM,09/21/2011 16:00
360697,P0042,S,2744,2011/09/21 17:00:00+00,4579245603,9/21/2011 5:00 PM,MD,P0042_S,09/21/2011 17:00 PM,09/21/2011 17:00
360698,P0042,S,2498,2011/09/21 18:00:00+00,4579245603,9/21/2011 6:00 PM,MD,P0042_S,09/21/2011 18:00 PM,09/21/2011 18:00
360699,P0042,S,1558,2011/09/21 19:00:00+00,4579245603,9/21/2011 7:00 PM,MD,P0042_S,09/21/2011 19:00 PM,09/21/2011 19:00
360700,P0042,S,1193,2011/09/21 20:00:00+00,4579245603,9/21/2011 8:00 PM,MD,P0042_S,09/21/2011 20:00 PM,09/21/2011 20:00
360701,P0042,S,982,2011/09/21 21:00:00+00,4579245603,9/21/2011 9:00 PM,MD,P0042_S,09/21/2011 21:00 PM,09/21/2011 21:00
360702,P0042,S,515,2011/09/21 22:00:00+00,4579245603,9/21/2011 10:00 PM,MD,P0042_S,09/21/2011 22:00 PM,09/21/2011 22:00
361383,P0042,N,1657,2011/01/02 12:00:00+00,4560345792,1/2/2011 12:00 PM,MD,P0042_N,01/02/2011 12:00 PM,01/02/2011 12:00
361384,P0042,S,1554,2011/01/02 12:00:00+00,4579245603,1/2/2011 12:00 PM,MD,P0042_S,01/02/2011 12:00 PM,01/02/2011 12:00
361385,P0042,S,1372,2011/01/02 13:00:00+00,4579245603,1/2/2011 1:00 PM,MD,P0042_S,01/02/2011 13:00 PM,01/02/2011 13:00
361386,P0042,N,1494,2011/01/02 13:00:00+00,4560345792,1/2/2011 1:00 PM,MD,P0042_N,01/02/2011 13:00 PM,01/02/2011 13:00
361387,P0042,N,1026,2011/01/01 11:00:00+00,4560345792,1/1/2011 11:00 AM,MD,P0042_N,01/01/2011 11:00 AM,01/01/2011 11:00
361388,P0042,S,1129,2011/01/01 11:00:00+00,4579245603,1/1/2011 11:00 AM,MD,P0042_S,01/01/2011 11:00 AM,01/01/2011 11:00
361389,P0042,N,2210,2011/01/03 17:00:00+00,4560345792,1/3/2011 5:00 PM,MD,P0042_N,01/03/2011 17:00 PM,01/03/2011 17:00
361390,P0042,S,2352,2011/01/03 17:00:00+00,4579245603,1/3/2011 5:00 PM,MD,P0042_S,01/03/2011 17:00 PM,01/03/2011 17:00
361391,P0042,S,1196,2011/01/02 15:00:00+00,4579245603,1/2/2011 3:00 PM,MD,P0042_S,01/02/2011 15:00 PM,01/02/2011 15:00
361392,P0042,N,1225,2011/01/02 15:00:00+00,4560345792,1/2/2011 3:00 PM,MD,P0042_N,01/02/2011 15:00 PM,01/02/2011 15:00
361393,P0042,N,1302,2011/01/01 13:00:00+00,4560345792,1/1/2011 1:00 PM,MD,P0042_N,01/01/2011 13:00 PM,01/01/2011 13:00
361394,P0042,S,1357,2011/01/01 13:00:00+00,4579245603,1/1/2011 1:00 PM,MD,P0042_S,01/01/2011 13:00 PM,01/01/2011 13:00
361395,P0042,S,1145,2011/01/03 19:00:00+00,4579245603,1/3/2011 7:00 PM,MD,P0042_S,01/03/2011 19:00 PM,01/03/2011 19:00
361396,P0042,N,1067,2011/01/03 19:00:00+00,4560345792,1/3/2011 7:00 PM,MD,P0042_N,01/03/2011 19:00 PM,01/03/2011 19:00
361397,P0042,N,1062,2011/01/02 18:00:00+00,4560345792,1/2/2011 6:00 PM,MD,P0042_N,01/02/2011 18:00 PM,01/02/2011 18:00
361398,P0042,S,1206,2011/01/02 18:00:00+00,4579245603,1/2/2011 6:00 PM,MD,P0042_S,01/02/2011 18:00 PM,01/02/2011 18:00
361399,P0042,S,250,2011/01/04 23:00:00+00,4579245603,1/4/2011 11:00 PM,MD,P0042_S,01/04/2011 23:00 PM,01/04/2011 23:00
361400,P0042,N,240,2011/01/04 23:00:00+00,4560345792,1/4/2011 11:00 PM,MD,P0042_N,01/04/2011 23:00 PM,01/04/2011 23:00
361401,P0042,N,125,2011/01/03 00:00:00+00,4560345792,1/3/2011 0:00,MD,P0042_N,01/03/2011 00:00 AM,01/03/2011 00:00
361402,P0042,S,114,2011/01/03 00:00:00+00,4579245603,1/3/2011 0:00,MD,P0042_S,01/03/2011 00:00 AM,01/03/2011 00:00
361403,P0042,S,88,2011/01/03 01:00:00+00,4579245603,1/3/2011 1:00 AM,MD,P0042_S,01/03/2011 01:00 AM,01/03/2011 01:00
361404,P0042,N,86,2011/01/03 01:00:00+00,4560345792,1/3/2011 1:00 AM,MD,P0042_N,01/03/2011 01:00 AM,01/03/2011 01:00
361405,P0042,S,425,2011/01/03 22:00:00+00,4579245603,1/3/2011 10:00 PM,MD,P0042_S,01/03/2011 22:00 PM,01/03/2011 22:00
361406,P0042,N,348,2011/01/03 22:00:00+00,4560345792,1/3/2011 10:00 PM,MD,P0042_N,01/03/2011 22:00 PM,01/03/2011 22:00
361407,P0042,S,64,2011/01/03 03:00:00+00,4579245603,1/3/2011 3:00 AM,MD,P0042_S,01/03/2011 03:00 AM,01/03/2011 03:00
361408,P0042,N,72,2011/01/03 03:00:00+00,4560345792,1/3/2011 3:00 AM,MD,P0042_N,01/03/2011 03:00 AM,01/03/2011 03:00
361409,P0042,S,302,2011/02/03 23:00:00+00,4579245603,2/3/2011 11:00 PM,MD,P0042_S,02/03/2011 23:00 PM,02/03/2011 23:00
361410,P0042,N,282,2011/02/03 23:00:00+00,4560345792,2/3/2011 11:00 PM,MD,P0042_N,02/03/2011 23:00 PM,02/03/2011 23:00
361411,P0042,N,2160,2011/02/16 14:00:00+00,4560345792,2/16/2011 2:00 PM,MD,P0042_N,02/16/2011 14:00 PM,02/16/2011 14:00
361412,P0042,S,1872,2011/02/16 14:00:00+00,4579245603,2/16/2011 2:00 PM,MD,P0042_S,02/16/2011 14:00 PM,02/16/2011 14:00
361413,P0042,S,1839,2011/02/04 09:00:00+00,4579245603,2/4/2011 9:00 AM,MD,P0042_S,02/04/2011 09:00 AM,02/04/2011 09:00
361414,P0042,N,1728,2011/02/04 09:00:00+00,4560345792,2/4/2011 9:00 AM,MD,P0042_N,02/04/2011 09:00 AM,02/04/2011 09:00
361415,P0042,S,1719,2011/02/04 10:00:00+00,4579245603,2/4/2011 10:00 AM,MD,P0042_S,02/04/2011 10:00 AM,02/04/2011 10:00
361416,P0042,N,1713,2011/02/04 10:00:00+00,4560345792,2/4/2011 10:00 AM,MD,P0042_N,02/04/2011 10:00 AM,02/04/2011 10:00
361417,P0042,S,1317,2011/02/03 06:00:00+00,4579245603,2/3/2011 6:00 AM,MD,P0042_S,02/03/2011 06:00 AM,02/03/2011 06:00
361418,P0042,N,1439,2011/02/03 06:00:00+00,4560345792,2/3/2011 6:00 AM,MD,P0042_N,02/03/2011 06:00 AM,02/03/2011 06:00
361419,P0042,S,914,2011/02/07 20:00:00+00,4579245603,2/7/2011 8:00 PM,MD,P0042_S,02/07/2011 20:00 PM,02/07/2011 20:00
361420,P0042,N,1089,2011/02/07 20:00:00+00,4560345792,2/7/2011 8:00 PM,MD,P0042_N,02/07/2011 20:00 PM,02/07/2011 20:00
361421,P0042,N,1524,2011/02/06 17:00:00+00,4560345792,2/6/2011 5:00 PM,MD,P0042_N,02/06/2011 17:00 PM,02/06/2011 17:00
361422,P0042,S,1511,2011/02/06 17:00:00+00,4579245603,2/6/2011 5:00 PM,MD,P0042_S,02/06/2011 17:00 PM,02/06/2011 17:00
361423,P0042,N,1718,2011/02/05 15:00:00+00,4560345792,2/5/2011 3:00 PM,MD,P0042_N,02/05/2011 15:00 PM,02/05/2011 15:00
361424,P0042,S,1714,2011/02/05 15:00:00+00,4579245603,2/5/2011 3:00 PM,MD,P0042_S,02/05/2011 15:00 PM,02/05/2011 15:00
361425,P0042,N,145,2011/02/07 00:00:00+00,4560345792,2/7/2011 0:00,MD,P0042_N,02/07/2011 00:00 AM,02/07/2011 00:00
361426,P0042,S,141,2011/02/07 00:00:00+00,4579245603,2/7/2011 0:00,MD,P0042_S,02/07/2011 00:00 AM,02/07/2011 00:00
361427,P0042,S,412,2011/02/07 22:00:00+00,4579245603,2/7/2011 10:00 PM,MD,P0042_S,02/07/2011 22:00 PM,02/07/2011 22:00
361428,P0042,N,381,2011/02/07 22:00:00+00,4560345792,2/7/2011 10:00 PM,MD,P0042_N,02/07/2011 22:00 PM,02/07/2011 22:00
361429,P0042,S,1955,2011/02/09 09:00:00+00,4579245603,2/9/2011 9:00 AM,MD,P0042_S,02/09/2011 09:00 AM,02/09/2011 09:00
361430,P0042,N,1568,2011/02/09 09:00:00+00,4560345792,2/9/2011 9:00 AM,MD,P0042_N,02/09/2011 09:00 AM,02/09/2011 09:00
361431,P0042,S,1735,2011/02/09 12:00:00+00,4579245603,2/9/2011 12:00 PM,MD,P0042_S,02/09/2011 12:00 PM,02/09/2011 12:00
361432,P0042,N,1772,2011/02/09 12:00:00+00,4560345792,2/9/2011 12:00 PM,MD,P0042_N,02/09/2011 12:00 PM,02/09/2011 12:00
361433,P0042,N,1351,2011/02/11 19:00:00+00,4560345792,2/11/2011 7:00 PM,MD,P0042_N,02/11/2011 19:00 PM,02/11/2011 19:00
361434,P0042,S,1700,2011/02/11 19:00:00+00,4579245603,2/11/2011 7:00 PM,MD,P0042_S,02/11/2011 19:00 PM,02/11/2011 19:00
361435,P0042,S,1142,2011/02/11 20:00:00+00,4579245603,2/11/2011 8:00 PM,MD,P0042_S,02/11/2011 20:00 PM,02/11/2011 20:00
361436,P0042,N,1026,2011/02/11 20:00:00+00,4560345792,2/11/2011 8:00 PM,MD,P0042_N,02/11/2011 20:00 PM,02/11/2011 20:00
361437,P0042,N,137,2011/02/13 05:00:00+00,4560345792,2/13/2011 5:00 AM,MD,P0042_N,02/13/2011 05:00 AM,02/13/2011 05:00
361438,P0042,S,101,2011/02/13 05:00:00+00,4579245603,2/13/2011 5:00 AM,MD,P0042_S,02/13/2011 05:00 AM,02/13/2011 05:00
361439,P0042,S,192,2011/02/12 01:00:00+00,4579245603,2/12/2011 1:00 AM,MD,P0042_S,02/12/2011 01:00 AM,02/12/2011 01:00
361440,P0042,S,126,2011/02/12 02:00:00+00,4579245603,2/12/2011 2:00 AM,MD,P0042_S,02/12/2011 02:00 AM,02/12/2011 02:00
361441,P0042,N,151,2011/02/12 02:00:00+00,4560345792,2/12/2011 2:00 AM,MD,P0042_N,02/12/2011 02:00 AM,02/12/2011 02:00
361442,P0042,N,109,2011/02/12 03:00:00+00,4560345792,2/12/2011 3:00 AM,MD,P0042_N,02/12/2011 03:00 AM,02/12/2011 03:00
